,group_1,group_2,group_3,sum_1,sum_2,sum_3,max_diff
1,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.89, 12.18, 9.31, 14.55, 18.09]","[8.66, 14.74, 10.81, 15.94, 16.72, 6.45]",73.29,73.05000000000001,73.32000000000001,0.23999999999999488
2,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.89, 12.18, 9.31, 14.74, 18.09]","[8.66, 14.55, 10.81, 15.94, 16.72, 6.45]",73.29,73.24000000000001,73.13000000000001,0.1599999999999966
3,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.89, 12.18, 9.31, 15.94, 16.72]","[8.66, 14.55, 14.74, 10.81, 18.09, 6.45]",73.29,73.07,73.30000000000001,0.22000000000001307
4,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.89, 12.18, 8.66, 14.74, 18.09]","[9.31, 14.55, 10.81, 15.94, 16.72, 6.45]",73.29,72.59,73.78,0.7000000000000028
5,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.89, 12.18, 8.66, 15.94, 18.09]","[9.31, 14.55, 14.74, 10.81, 16.72, 6.45]",73.29,73.79,72.58,1.210000000000008
6,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.89, 12.18, 14.55, 10.81, 16.72]","[9.31, 8.66, 14.74, 15.94, 18.09, 6.45]",73.29,73.18,73.19,0.10999999999999943
7,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.89, 12.18, 14.74, 10.81, 15.94]","[9.31, 8.66, 14.55, 16.72, 18.09, 6.45]",73.29,72.59,73.78,0.7000000000000028
8,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.89, 12.18, 14.74, 10.81, 16.72]","[9.31, 8.66, 14.55, 15.94, 18.09, 6.45]",73.29,73.37,73.0,0.37000000000000455
9,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.89, 9.31, 14.55, 14.74, 15.94]","[12.18, 8.66, 10.81, 16.72, 18.09, 6.45]",73.29,73.46000000000001,72.91,0.5500000000000114
10,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.89, 9.31, 10.81, 15.94, 18.09]","[12.18, 8.66, 14.55, 14.74, 16.72, 6.45]",73.29,73.07000000000001,73.3,0.21999999999999886
11,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.89, 9.31, 10.81, 16.72, 18.09]","[12.18, 8.66, 14.55, 14.74, 15.94, 6.45]",73.29,73.85000000000001,72.52000000000001,1.3299999999999983
12,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.89, 8.66, 14.55, 14.74, 15.94]","[12.18, 9.31, 10.81, 16.72, 18.09, 6.45]",73.29,72.81,73.56,0.480000000000004
13,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.89, 8.66, 14.55, 14.74, 16.72]","[12.18, 9.31, 10.81, 15.94, 18.09, 6.45]",73.29,73.59,72.78,0.8100000000000023
14,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.89, 8.66, 10.81, 16.72, 18.09]","[12.18, 9.31, 14.55, 14.74, 15.94, 6.45]",73.29,73.2,73.17000000000002,0.11999999999999034
15,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.89, 14.55, 14.74, 18.09, 6.45]","[12.18, 9.31, 8.66, 10.81, 15.94, 16.72]",73.29,72.75,73.62,0.5400000000000063
16,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.89, 14.55, 15.94, 16.72, 6.45]","[12.18, 9.31, 8.66, 14.74, 10.81, 18.09]",73.29,72.58,73.79,0.710000000000008
17,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.89, 14.74, 15.94, 16.72, 6.45]","[12.18, 9.31, 8.66, 14.55, 10.81, 18.09]",73.29,72.77,73.60000000000001,0.5200000000000102
18,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 12.18, 9.31, 8.66, 14.55, 18.09]","[8.89, 14.74, 10.81, 15.94, 16.72, 6.45]",73.29,72.82000000000001,73.55,0.46999999999999886
19,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 12.18, 9.31, 8.66, 14.74, 18.09]","[8.89, 14.55, 10.81, 15.94, 16.72, 6.45]",73.29,73.01,73.36,0.28000000000000114
20,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 12.18, 9.31, 8.66, 15.94, 16.72]","[8.89, 14.55, 14.74, 10.81, 18.09, 6.45]",73.29,72.84,73.53,0.45000000000000284
21,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 12.18, 9.31, 14.55, 10.81, 15.94]","[8.89, 8.66, 14.74, 16.72, 18.09, 6.45]",73.29,72.82000000000001,73.55,0.46999999999999886
22,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 12.18, 9.31, 14.55, 10.81, 16.72]","[8.89, 8.66, 14.74, 15.94, 18.09, 6.45]",73.29,73.60000000000001,72.77,0.8300000000000125
23,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 12.18, 9.31, 14.74, 10.81, 15.94]","[8.89, 8.66, 14.55, 16.72, 18.09, 6.45]",73.29,73.01,73.36,0.28000000000000114
24,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 12.18, 9.31, 14.74, 10.81, 16.72]","[8.89, 8.66, 14.55, 15.94, 18.09, 6.45]",73.29,73.79,72.58,1.210000000000008
25,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 12.18, 9.31, 16.72, 18.09, 6.45]","[8.89, 8.66, 14.55, 14.74, 10.81, 15.94]",73.29,72.78,73.59,0.5100000000000051
26,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 12.18, 8.66, 14.55, 10.81, 16.72]","[8.89, 9.31, 14.74, 15.94, 18.09, 6.45]",73.29,72.95,73.42,0.3400000000000034
27,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 12.18, 8.66, 14.74, 10.81, 16.72]","[8.89, 9.31, 14.55, 15.94, 18.09, 6.45]",73.29,73.14,73.23,0.15000000000000568
28,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 12.18, 14.55, 14.74, 15.94, 6.45]","[8.89, 9.31, 8.66, 10.81, 16.72, 18.09]",73.29,73.89000000000001,72.48,1.4100000000000108
29,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 12.18, 10.81, 15.94, 18.09, 6.45]","[8.89, 9.31, 8.66, 14.55, 14.74, 16.72]",73.29,73.5,72.87,0.6299999999999955
30,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 9.31, 8.66, 14.55, 14.74, 15.94]","[8.89, 12.18, 10.81, 16.72, 18.09, 6.45]",73.29,73.23,73.14,0.15000000000000568
31,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 9.31, 8.66, 10.81, 15.94, 18.09]","[8.89, 12.18, 14.55, 14.74, 16.72, 6.45]",73.29,72.84,73.53000000000002,0.45000000000000284
32,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 9.31, 8.66, 10.81, 16.72, 18.09]","[8.89, 12.18, 14.55, 14.74, 15.94, 6.45]",73.29,73.62,72.75000000000001,0.8699999999999903
33,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 9.31, 14.55, 14.74, 18.09, 6.45]","[8.89, 12.18, 8.66, 10.81, 15.94, 16.72]",73.29,73.17,73.19999999999999,0.12000000000000455
34,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 9.31, 14.55, 15.94, 16.72, 6.45]","[8.89, 12.18, 8.66, 14.74, 10.81, 18.09]",73.29,73.0,73.37,0.29000000000000625
35,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 9.31, 14.74, 15.94, 16.72, 6.45]","[8.89, 12.18, 8.66, 14.55, 10.81, 18.09]",73.29,73.19,73.18,0.10999999999999943
36,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.66, 14.55, 14.74, 18.09, 6.45]","[8.89, 12.18, 9.31, 10.81, 15.94, 16.72]",73.29,72.52,73.85,0.7700000000000102
37,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.66, 14.55, 15.94, 18.09, 6.45]","[8.89, 12.18, 9.31, 14.74, 10.81, 16.72]",73.29,73.72,72.65,1.0699999999999932
38,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.66, 14.74, 15.94, 16.72, 6.45]","[8.89, 12.18, 9.31, 14.55, 10.81, 18.09]",73.29,72.54,73.83000000000001,0.75
39,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 8.66, 14.74, 15.94, 18.09, 6.45]","[8.89, 12.18, 9.31, 14.55, 10.81, 16.72]",73.29,73.91,72.46000000000001,1.4499999999999886
40,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 14.55, 14.74, 10.81, 15.94, 6.45]","[8.89, 12.18, 9.31, 8.66, 16.72, 18.09]",73.29,72.52000000000001,73.85000000000001,0.769999999999996
41,"[12.99, 20.9, 13.21, 12.77, 13.42, 0.0]","[10.03, 14.55, 14.74, 10.81, 16.72, 6.45]","[8.89, 12.18, 9.31, 8.66, 15.94, 18.09]",73.29,73.3,73.07000000000001,0.22999999999998977
42,"[12.99, 20.9, 13.21, 10.03, 8.89, 6.45]","[12.77, 13.42, 12.18, 9.31, 14.74, 10.81]","[8.66, 14.55, 0.0, 15.94, 16.72, 18.09]",72.47000000000001,73.23,73.96,0.7299999999999898
43,"[12.99, 20.9, 13.21, 10.03, 8.89, 6.45]","[12.77, 13.42, 12.18, 8.66, 10.81, 15.94]","[9.31, 14.55, 0.0, 14.74, 16.72, 18.09]",72.47000000000001,73.78,73.41,0.37000000000000455
44,"[12.99, 20.9, 13.21, 10.03, 8.89, 6.45]","[12.77, 13.42, 9.31, 8.66, 14.55, 14.74]","[12.18, 0.0, 10.81, 15.94, 16.72, 18.09]",72.47000000000001,73.44999999999999,73.74,0.29000000000000625
45,"[12.99, 20.9, 13.21, 10.03, 8.89, 6.45]","[12.77, 13.42, 14.55, 0.0, 14.74, 18.09]","[12.18, 9.31, 8.66, 10.81, 15.94, 16.72]",72.47000000000001,73.57,73.62,0.05000000000001137
46,"[12.99, 20.9, 13.21, 10.03, 8.89, 6.45]","[12.77, 13.42, 14.55, 0.0, 15.94, 16.72]","[12.18, 9.31, 8.66, 14.74, 10.81, 18.09]",72.47000000000001,73.39999999999999,73.79,0.3900000000000148
47,"[12.99, 20.9, 13.21, 10.03, 8.89, 6.45]","[12.77, 13.42, 0.0, 14.74, 15.94, 16.72]","[12.18, 9.31, 8.66, 14.55, 10.81, 18.09]",72.47000000000001,73.59,73.60000000000001,0.010000000000005116
48,"[12.99, 20.9, 13.21, 10.03, 8.89, 6.45]","[12.77, 12.18, 9.31, 8.66, 14.55, 15.94]","[13.42, 0.0, 14.74, 10.81, 16.72, 18.09]",72.47000000000001,73.41,73.78,0.37000000000000455
49,"[12.99, 20.9, 13.21, 10.03, 8.89, 6.45]","[12.77, 12.18, 9.31, 8.66, 14.74, 15.94]","[13.42, 14.55, 0.0, 10.81, 16.72, 18.09]",72.47000000000001,73.60000000000001,73.59,0.010000000000005116
50,"[12.99, 20.9, 13.21, 10.03, 8.89, 6.45]","[12.77, 12.18, 8.66, 14.55, 14.74, 10.81]","[13.42, 9.31, 0.0, 15.94, 16.72, 18.09]",72.47000000000001,73.71,73.48,0.22999999999998977
51,"[12.99, 20.9, 13.21, 10.03, 8.89, 6.45]","[12.77, 12.18, 14.55, 0.0, 15.94, 18.09]","[13.42, 9.31, 8.66, 14.74, 10.81, 16.72]",72.47000000000001,73.53,73.66,0.12999999999999545
52,"[12.99, 20.9, 13.21, 10.03, 8.89, 6.45]","[12.77, 12.18, 0.0, 14.74, 15.94, 18.09]","[13.42, 9.31, 8.66, 14.55, 10.81, 16.72]",72.47000000000001,73.72,73.47,0.25
53,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 8.89, 13.42, 12.18, 8.66, 16.72]","[14.55, 0.0, 14.74, 10.81, 15.94, 18.09]",72.89,72.64,74.13,0.25
54,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 8.89, 13.42, 12.18, 8.66, 18.09]","[14.55, 0.0, 14.74, 10.81, 15.94, 16.72]",72.89,74.01,72.75999999999999,1.2500000000000142
55,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 8.89, 13.42, 12.18, 14.74, 10.81]","[8.66, 14.55, 0.0, 15.94, 16.72, 18.09]",72.89,72.81,73.96,0.0799999999999983
56,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 8.89, 13.42, 12.18, 10.81, 15.94]","[8.66, 14.55, 0.0, 14.74, 16.72, 18.09]",72.89,74.01,72.76,1.25
57,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 8.89, 13.42, 8.66, 14.55, 14.74]","[12.18, 0.0, 10.81, 15.94, 16.72, 18.09]",72.89,73.02999999999999,73.74,0.13999999999998636
58,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 8.89, 13.42, 8.66, 10.81, 18.09]","[12.18, 14.55, 0.0, 14.74, 15.94, 16.72]",72.89,72.64,74.13,0.25
59,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 8.89, 12.18, 8.66, 14.55, 15.94]","[13.42, 0.0, 14.74, 10.81, 16.72, 18.09]",72.89,72.99,73.78,0.09999999999999432
60,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 8.89, 12.18, 8.66, 14.55, 16.72]","[13.42, 0.0, 14.74, 10.81, 15.94, 18.09]",72.89,73.77,73.0,0.769999999999996
61,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 8.89, 12.18, 8.66, 14.74, 15.94]","[13.42, 14.55, 0.0, 10.81, 16.72, 18.09]",72.89,73.18,73.59,0.29000000000000625
62,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 8.89, 12.18, 8.66, 14.74, 16.72]","[13.42, 14.55, 0.0, 10.81, 15.94, 18.09]",72.89,73.96000000000001,72.81,1.1500000000000057
63,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 8.89, 12.18, 14.55, 14.74, 10.81]","[13.42, 8.66, 0.0, 15.94, 16.72, 18.09]",72.89,73.94,72.83,1.1099999999999994
64,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 8.89, 8.66, 14.55, 10.81, 18.09]","[13.42, 12.18, 0.0, 14.74, 15.94, 16.72]",72.89,73.77000000000001,73.0,0.7700000000000102
65,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 8.89, 8.66, 14.74, 10.81, 18.09]","[13.42, 12.18, 14.55, 0.0, 15.94, 16.72]",72.89,73.96000000000001,72.81,1.1500000000000057
66,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 8.89, 8.66, 10.81, 15.94, 16.72]","[13.42, 12.18, 14.55, 0.0, 14.74, 18.09]",72.89,73.78999999999999,72.98,0.8099999999999881
67,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 13.42, 12.18, 8.66, 10.81, 15.94]","[8.89, 14.55, 0.0, 14.74, 16.72, 18.09]",72.89,73.78,72.99,0.7900000000000063
68,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 13.42, 12.18, 0.0, 16.72, 18.09]","[8.89, 8.66, 14.55, 14.74, 10.81, 15.94]",72.89,73.17999999999999,73.59,0.28999999999999204
69,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 13.42, 14.55, 0.0, 14.74, 18.09]","[8.89, 12.18, 8.66, 10.81, 15.94, 16.72]",72.89,73.57,73.19999999999999,0.37000000000000455
70,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 13.42, 14.55, 0.0, 15.94, 16.72]","[8.89, 12.18, 8.66, 14.74, 10.81, 18.09]",72.89,73.39999999999999,73.37,0.029999999999986926
71,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 13.42, 0.0, 14.74, 15.94, 16.72]","[8.89, 12.18, 8.66, 14.55, 10.81, 18.09]",72.89,73.59,73.18,0.4099999999999966
72,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 12.18, 8.66, 14.55, 14.74, 10.81]","[8.89, 13.42, 0.0, 15.94, 16.72, 18.09]",72.89,73.71,73.06,0.6499999999999915
73,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 12.18, 14.55, 0.0, 15.94, 18.09]","[8.89, 13.42, 8.66, 14.74, 10.81, 16.72]",72.89,73.53,73.24000000000001,0.28999999999999204
74,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 12.18, 0.0, 14.74, 15.94, 18.09]","[8.89, 13.42, 8.66, 14.55, 10.81, 16.72]",72.89,73.72,73.05000000000001,0.6699999999999875
75,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 14.55, 0.0, 10.81, 16.72, 18.09]","[8.89, 13.42, 12.18, 8.66, 14.74, 15.94]",72.89,72.94,73.83000000000001,0.04999999999999716
76,"[12.99, 20.9, 13.21, 10.03, 9.31, 6.45]","[12.77, 0.0, 14.74, 10.81, 16.72, 18.09]","[8.89, 13.42, 12.18, 8.66, 14.55, 15.94]",72.89,73.13,73.64,0.23999999999999488
77,"[12.99, 20.9, 13.21, 10.03, 8.66, 6.45]","[12.77, 8.89, 13.42, 9.31, 14.55, 14.74]","[12.18, 0.0, 10.81, 15.94, 16.72, 18.09]",72.24000000000001,73.67999999999999,73.74,0.060000000000002274
78,"[12.99, 20.9, 13.21, 10.03, 8.66, 6.45]","[12.77, 12.18, 0.0, 14.74, 15.94, 18.09]","[8.89, 13.42, 9.31, 14.55, 10.81, 16.72]",72.24000000000001,73.72,73.7,0.01999999999999602
79,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 13.42, 12.18, 9.31, 16.72]","[8.66, 14.55, 14.74, 10.81, 18.09, 6.45]",73.07000000000001,73.28999999999999,73.30000000000001,0.010000000000019327
80,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 13.42, 12.18, 8.66, 16.72]","[9.31, 14.55, 14.74, 10.81, 18.09, 6.45]",73.07000000000001,72.64,73.95,0.4300000000000068
81,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 13.42, 12.18, 8.66, 18.09]","[9.31, 14.55, 14.74, 10.81, 16.72, 6.45]",73.07000000000001,74.01,72.58,1.4300000000000068
82,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 13.42, 12.18, 14.55, 10.81]","[9.31, 8.66, 14.74, 16.72, 18.09, 6.45]",73.07000000000001,72.62,73.97,0.45000000000000284
83,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 13.42, 12.18, 14.74, 10.81]","[9.31, 8.66, 14.55, 16.72, 18.09, 6.45]",73.07000000000001,72.81,73.78,0.2600000000000051
84,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 13.42, 9.31, 14.55, 14.74]","[12.18, 8.66, 10.81, 16.72, 18.09, 6.45]",73.07000000000001,73.67999999999999,72.91,0.769999999999996
85,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 13.42, 9.31, 10.81, 18.09]","[12.18, 8.66, 14.55, 14.74, 16.72, 6.45]",73.07000000000001,73.29,73.3,0.009999999999990905
86,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 13.42, 8.66, 14.55, 14.74]","[12.18, 9.31, 10.81, 16.72, 18.09, 6.45]",73.07000000000001,73.02999999999999,73.56,0.040000000000020464
87,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 13.42, 8.66, 10.81, 18.09]","[12.18, 9.31, 14.55, 14.74, 16.72, 6.45]",73.07000000000001,72.64,73.95,0.4300000000000068
88,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 13.42, 14.55, 16.72, 6.45]","[12.18, 9.31, 8.66, 14.74, 10.81, 18.09]",73.07000000000001,72.8,73.79,0.27000000000001023
89,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 13.42, 14.74, 16.72, 6.45]","[12.18, 9.31, 8.66, 14.55, 10.81, 18.09]",73.07000000000001,72.99,73.60000000000001,0.0800000000000125
90,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 12.18, 8.66, 14.55, 16.72]","[13.42, 9.31, 14.74, 10.81, 18.09, 6.45]",73.07000000000001,73.77,72.82000000000001,0.9499999999999886
91,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 12.18, 8.66, 14.74, 16.72]","[13.42, 9.31, 14.55, 10.81, 18.09, 6.45]",73.07000000000001,73.96000000000001,72.63000000000001,1.3299999999999983
92,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 12.18, 14.55, 14.74, 10.81]","[13.42, 9.31, 8.66, 16.72, 18.09, 6.45]",73.07000000000001,73.94,72.65,1.289999999999992
93,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 12.18, 14.55, 18.09, 6.45]","[13.42, 9.31, 8.66, 14.74, 10.81, 16.72]",73.07000000000001,72.93,73.66,0.14000000000000057
94,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 12.18, 14.74, 18.09, 6.45]","[13.42, 9.31, 8.66, 14.55, 10.81, 16.72]",73.07000000000001,73.12,73.47,0.04999999999999716
95,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 9.31, 14.55, 10.81, 16.72]","[13.42, 12.18, 8.66, 14.74, 18.09, 6.45]",73.07000000000001,73.05,73.54,0.020000000000010232
96,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 9.31, 14.74, 10.81, 16.72]","[13.42, 12.18, 8.66, 14.55, 18.09, 6.45]",73.07000000000001,73.24000000000001,73.35000000000001,0.10999999999999943
97,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 8.66, 14.55, 10.81, 18.09]","[13.42, 12.18, 9.31, 14.74, 16.72, 6.45]",73.07000000000001,73.77000000000001,72.82000000000001,0.9500000000000028
98,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 8.66, 14.74, 10.81, 16.72]","[13.42, 12.18, 9.31, 14.55, 18.09, 6.45]",73.07000000000001,72.59,74.00000000000001,0.480000000000004
99,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 8.66, 14.74, 10.81, 18.09]","[13.42, 12.18, 9.31, 14.55, 16.72, 6.45]",73.07000000000001,73.96000000000001,72.63000000000001,1.3299999999999983
100,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 8.89, 10.81, 16.72, 18.09, 6.45]","[13.42, 12.18, 9.31, 8.66, 14.55, 14.74]",73.07000000000001,73.73,72.86,0.8700000000000045
101,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 13.42, 12.18, 9.31, 8.66, 16.72]","[8.89, 14.55, 14.74, 10.81, 18.09, 6.45]",73.07000000000001,73.06,73.53,0.010000000000005116
102,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 13.42, 12.18, 9.31, 14.55, 10.81]","[8.89, 8.66, 14.74, 16.72, 18.09, 6.45]",73.07000000000001,73.04,73.55,0.030000000000001137
103,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 13.42, 12.18, 9.31, 14.74, 10.81]","[8.89, 8.66, 14.55, 16.72, 18.09, 6.45]",73.07000000000001,73.23,73.36,0.12999999999999545
104,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 13.42, 12.18, 8.66, 14.74, 10.81]","[8.89, 9.31, 14.55, 16.72, 18.09, 6.45]",73.07000000000001,72.58,74.01,0.4900000000000091
105,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 13.42, 12.18, 10.81, 18.09, 6.45]","[8.89, 9.31, 8.66, 14.55, 14.74, 16.72]",73.07000000000001,73.72,72.87,0.8499999999999943
106,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 13.42, 9.31, 8.66, 14.55, 14.74]","[8.89, 12.18, 10.81, 16.72, 18.09, 6.45]",73.07000000000001,73.44999999999999,73.14,0.30999999999998806
107,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 13.42, 9.31, 8.66, 10.81, 18.09]","[8.89, 12.18, 14.55, 14.74, 16.72, 6.45]",73.07000000000001,73.06,73.53000000000002,0.010000000000005116
108,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 13.42, 9.31, 14.55, 16.72, 6.45]","[8.89, 12.18, 8.66, 14.74, 10.81, 18.09]",73.07000000000001,73.22,73.37,0.14999999999999147
109,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 13.42, 9.31, 14.74, 16.72, 6.45]","[8.89, 12.18, 8.66, 14.55, 10.81, 18.09]",73.07000000000001,73.41000000000001,73.18,0.23000000000000398
110,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 13.42, 8.66, 14.55, 16.72, 6.45]","[8.89, 12.18, 9.31, 14.74, 10.81, 18.09]",73.07000000000001,72.57,74.02000000000001,0.5000000000000142
111,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 13.42, 8.66, 14.55, 18.09, 6.45]","[8.89, 12.18, 9.31, 14.74, 10.81, 16.72]",73.07000000000001,73.94,72.65,1.289999999999992
112,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 13.42, 8.66, 14.74, 16.72, 6.45]","[8.89, 12.18, 9.31, 14.55, 10.81, 18.09]",73.07000000000001,72.76,73.83000000000001,0.3100000000000023
113,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 13.42, 14.55, 14.74, 10.81, 6.45]","[8.89, 12.18, 9.31, 8.66, 16.72, 18.09]",73.07000000000001,72.74,73.85000000000001,0.3300000000000125
114,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 12.18, 9.31, 14.55, 18.09, 6.45]","[8.89, 13.42, 8.66, 14.74, 10.81, 16.72]",73.07000000000001,73.35000000000001,73.24000000000001,0.10999999999999943
115,"[12.99, 20.9, 13.21, 10.03, 0.0, 15.94]","[12.77, 12.18, 9.31, 14.74, 18.09, 6.45]","[8.89, 13.42, 8.66, 14.55, 10.81, 16.72]",73.07000000000001,73.54,73.05000000000001,0.4899999999999949
