,group_1,group_2,group_3,sum_1,sum_2,sum_3,max_diff
643,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 8.89, 12.18, 8.66, 14.55, 15.94]","[13.42, 9.31, 14.74, 10.81, 18.09, 6.45]",73.41,73.42999999999999,72.82000000000001,0.6099999999999852
644,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 8.89, 12.18, 8.66, 14.74, 15.94]","[13.42, 9.31, 14.55, 10.81, 18.09, 6.45]",73.41,73.62,72.63000000000001,0.9899999999999949
645,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 8.89, 12.18, 14.55, 18.09, 6.45]","[13.42, 9.31, 8.66, 14.74, 10.81, 15.94]",73.41,73.37,72.88000000000001,0.5299999999999869
646,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 8.89, 12.18, 14.74, 18.09, 6.45]","[13.42, 9.31, 8.66, 14.55, 10.81, 15.94]",73.41,73.56,72.69,0.8700000000000045
647,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 8.89, 9.31, 8.66, 14.55, 18.09]","[13.42, 12.18, 14.74, 10.81, 15.94, 6.45]",73.41,72.71000000000001,73.54,0.6999999999999886
648,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 8.89, 9.31, 8.66, 14.74, 18.09]","[13.42, 12.18, 14.55, 10.81, 15.94, 6.45]",73.41,72.9,73.35000000000001,0.5099999999999909
649,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 8.89, 9.31, 14.55, 10.81, 15.94]","[13.42, 12.18, 8.66, 14.74, 18.09, 6.45]",73.41,72.71000000000001,73.54,0.6999999999999886
650,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 8.89, 9.31, 14.74, 10.81, 15.94]","[13.42, 12.18, 8.66, 14.55, 18.09, 6.45]",73.41,72.9,73.35000000000001,0.5099999999999909
651,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 8.89, 14.55, 14.74, 15.94, 6.45]","[13.42, 12.18, 9.31, 8.66, 10.81, 18.09]",73.41,73.78000000000002,72.47000000000001,1.3100000000000023
652,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 8.89, 10.81, 15.94, 18.09, 6.45]","[13.42, 12.18, 9.31, 8.66, 14.55, 14.74]",73.41,73.39,72.86,0.5499999999999972
653,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 13.42, 12.18, 9.31, 8.66, 15.94]","[8.89, 14.55, 14.74, 10.81, 18.09, 6.45]",73.41,72.72,73.53,0.6899999999999977
654,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 13.42, 12.18, 9.31, 14.55, 10.81]","[8.89, 8.66, 14.74, 15.94, 18.09, 6.45]",73.41,73.48,72.77,0.710000000000008
655,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 13.42, 12.18, 9.31, 14.74, 10.81]","[8.89, 8.66, 14.55, 15.94, 18.09, 6.45]",73.41,73.67,72.58,1.0900000000000034
656,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 13.42, 12.18, 9.31, 18.09, 6.45]","[8.89, 8.66, 14.55, 14.74, 10.81, 15.94]",73.41,72.66000000000001,73.59,0.7499999999999858
657,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 13.42, 12.18, 8.66, 14.55, 10.81]","[8.89, 9.31, 14.74, 15.94, 18.09, 6.45]",73.41,72.83,73.42,0.5799999999999983
658,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 13.42, 12.18, 8.66, 14.74, 10.81]","[8.89, 9.31, 14.55, 15.94, 18.09, 6.45]",73.41,73.02,73.23,0.39000000000000057
659,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 13.42, 9.31, 8.66, 10.81, 18.09]","[8.89, 12.18, 14.55, 14.74, 15.94, 6.45]",73.41,73.50000000000001,72.75000000000001,0.75
660,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 13.42, 9.31, 14.55, 15.94, 6.45]","[8.89, 12.18, 8.66, 14.74, 10.81, 18.09]",73.41,72.88000000000001,73.37,0.5299999999999869
661,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 13.42, 9.31, 14.74, 15.94, 6.45]","[8.89, 12.18, 8.66, 14.55, 10.81, 18.09]",73.41,73.07000000000001,73.18,0.3399999999999892
662,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 13.42, 8.66, 14.74, 15.94, 6.45]","[8.89, 12.18, 9.31, 14.55, 10.81, 18.09]",73.41,72.42000000000002,73.83000000000001,0.9899999999999807
663,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 13.42, 14.55, 14.74, 10.81, 6.45]","[8.89, 12.18, 9.31, 8.66, 15.94, 18.09]",73.41,73.18,73.07000000000001,0.3399999999999892
664,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 12.18, 9.31, 8.66, 14.55, 14.74]","[8.89, 13.42, 10.81, 15.94, 18.09, 6.45]",73.41,72.64999999999999,73.60000000000001,0.7600000000000051
665,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 12.18, 9.31, 8.66, 14.55, 15.94]","[8.89, 13.42, 14.74, 10.81, 18.09, 6.45]",73.41,73.85,72.4,1.4499999999999886
666,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 12.18, 9.31, 14.55, 18.09, 6.45]","[8.89, 13.42, 8.66, 14.74, 10.81, 15.94]",73.41,73.79,72.46000000000001,1.3299999999999983
667,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 12.18, 8.66, 14.55, 18.09, 6.45]","[8.89, 13.42, 9.31, 14.74, 10.81, 15.94]",73.41,73.14,73.11000000000001,0.29999999999998295
668,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 12.18, 8.66, 14.74, 18.09, 6.45]","[8.89, 13.42, 9.31, 14.55, 10.81, 15.94]",73.41,73.33,72.92,0.4899999999999949
669,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 12.18, 14.55, 10.81, 15.94, 6.45]","[8.89, 13.42, 9.31, 8.66, 14.74, 18.09]",73.41,73.14,73.11,0.29999999999999716
670,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 12.18, 14.74, 10.81, 15.94, 6.45]","[8.89, 13.42, 9.31, 8.66, 14.55, 18.09]",73.41,73.33000000000001,72.92,0.4899999999999949
671,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 9.31, 8.66, 14.55, 10.81, 15.94]","[8.89, 13.42, 12.18, 14.74, 18.09, 6.45]",73.41,72.48,73.77000000000001,0.9299999999999926
672,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 9.31, 8.66, 14.74, 10.81, 15.94]","[8.89, 13.42, 12.18, 14.55, 18.09, 6.45]",73.41,72.67,73.58000000000001,0.7399999999999949
673,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 9.31, 14.55, 10.81, 18.09, 6.45]","[8.89, 13.42, 12.18, 8.66, 14.74, 15.94]",73.41,72.42000000000002,73.83000000000001,0.9899999999999807
674,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 9.31, 14.74, 10.81, 18.09, 6.45]","[8.89, 13.42, 12.18, 8.66, 14.55, 15.94]",73.41,72.61000000000001,73.64,0.799999999999983
675,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 9.31, 10.81, 15.94, 18.09, 6.45]","[8.89, 13.42, 12.18, 8.66, 14.55, 14.74]",73.41,73.81,72.44,1.3700000000000045
676,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 8.66, 14.55, 14.74, 15.94, 6.45]","[8.89, 13.42, 12.18, 9.31, 10.81, 18.09]",73.41,73.55000000000001,72.7,0.8500000000000085
677,"[12.99, 20.9, 12.77, 10.03, 0.0, 16.72]","[13.21, 8.66, 10.81, 15.94, 18.09, 6.45]","[8.89, 13.42, 12.18, 9.31, 14.55, 14.74]",73.41,73.16,73.09,0.3199999999999932
678,"[12.99, 20.9, 12.77, 10.03, 10.81, 6.45]","[13.21, 8.89, 13.42, 12.18, 9.31, 15.94]","[8.66, 14.55, 0.0, 14.74, 16.72, 18.09]",73.95,72.95,72.76,1.1899999999999977
679,"[12.99, 20.9, 12.77, 10.03, 10.81, 6.45]","[13.21, 8.89, 13.42, 12.18, 8.66, 16.72]","[9.31, 14.55, 0.0, 14.74, 15.94, 18.09]",73.95,73.08,72.63,1.3200000000000074
680,"[12.99, 20.9, 12.77, 10.03, 10.81, 6.45]","[13.21, 8.89, 12.18, 9.31, 14.55, 14.74]","[13.42, 8.66, 0.0, 15.94, 16.72, 18.09]",73.95,72.88,72.83,1.1200000000000045
681,"[12.99, 20.9, 12.77, 10.03, 10.81, 6.45]","[13.21, 8.89, 9.31, 8.66, 14.55, 18.09]","[13.42, 12.18, 0.0, 14.74, 15.94, 16.72]",73.95,72.71000000000001,73.0,1.2399999999999949
682,"[12.99, 20.9, 12.77, 10.03, 10.81, 6.45]","[13.21, 8.89, 9.31, 8.66, 14.74, 18.09]","[13.42, 12.18, 14.55, 0.0, 15.94, 16.72]",73.95,72.9,72.81,1.1400000000000006
683,"[12.99, 20.9, 12.77, 10.03, 10.81, 6.45]","[13.21, 8.89, 9.31, 8.66, 15.94, 16.72]","[13.42, 12.18, 14.55, 0.0, 14.74, 18.09]",73.95,72.73,72.98,1.2199999999999989
684,"[12.99, 20.9, 12.77, 10.03, 10.81, 6.45]","[13.21, 8.89, 0.0, 15.94, 16.72, 18.09]","[13.42, 12.18, 9.31, 8.66, 14.55, 14.74]",73.95,72.85,72.86,1.1000000000000085
685,"[12.99, 20.9, 12.77, 10.03, 10.81, 6.45]","[13.21, 13.42, 12.18, 9.31, 8.66, 15.94]","[8.89, 14.55, 0.0, 14.74, 16.72, 18.09]",73.95,72.72,72.99,1.230000000000004
686,"[12.99, 20.9, 12.77, 10.03, 10.81, 6.45]","[13.21, 13.42, 12.18, 0.0, 15.94, 18.09]","[8.89, 9.31, 8.66, 14.55, 14.74, 16.72]",73.95,72.84,72.87,1.1099999999999994
687,"[12.99, 20.9, 12.77, 10.03, 10.81, 6.45]","[13.21, 13.42, 14.55, 0.0, 14.74, 16.72]","[8.89, 12.18, 9.31, 8.66, 15.94, 18.09]",73.95,72.64000000000001,73.07000000000001,1.309999999999988
688,"[12.99, 20.9, 12.77, 10.03, 10.81, 6.45]","[13.21, 12.18, 9.31, 8.66, 14.55, 14.74]","[8.89, 13.42, 0.0, 15.94, 16.72, 18.09]",73.95,72.64999999999999,73.06,1.3000000000000114
689,"[12.99, 20.9, 12.77, 10.03, 10.81, 6.45]","[13.21, 12.18, 14.55, 0.0, 14.74, 18.09]","[8.89, 13.42, 9.31, 8.66, 15.94, 16.72]",73.95,72.77,72.94,1.1800000000000068
690,"[12.99, 20.9, 12.77, 10.03, 10.81, 6.45]","[13.21, 12.18, 14.55, 0.0, 15.94, 16.72]","[8.89, 13.42, 9.31, 8.66, 14.74, 18.09]",73.95,72.6,73.11,1.3500000000000085
691,"[12.99, 20.9, 12.77, 10.03, 10.81, 6.45]","[13.21, 12.18, 0.0, 14.74, 15.94, 16.72]","[8.89, 13.42, 9.31, 8.66, 14.55, 18.09]",73.95,72.78999999999999,72.92,1.1600000000000108
692,"[12.99, 20.9, 12.77, 10.03, 10.81, 6.45]","[13.21, 8.66, 0.0, 15.94, 16.72, 18.09]","[8.89, 13.42, 12.18, 9.31, 14.55, 14.74]",73.95,72.62,73.09,1.3299999999999983
693,"[12.99, 20.9, 12.77, 8.89, 12.18, 6.45]","[13.21, 10.03, 13.42, 9.31, 8.66, 18.09]","[14.55, 0.0, 14.74, 10.81, 15.94, 16.72]",74.17999999999999,72.72000000000001,72.75999999999999,1.4599999999999795
694,"[12.99, 20.9, 12.77, 8.89, 12.18, 6.45]","[13.21, 10.03, 13.42, 9.31, 10.81, 15.94]","[8.66, 14.55, 0.0, 14.74, 16.72, 18.09]",74.17999999999999,72.72000000000001,72.76,1.4599999999999795
695,"[12.99, 20.9, 12.77, 8.89, 12.18, 6.45]","[13.21, 10.03, 0.0, 14.74, 16.72, 18.09]","[13.42, 9.31, 8.66, 14.55, 10.81, 15.94]",74.17999999999999,72.79,72.69,1.4899999999999949
696,"[12.99, 20.9, 12.77, 8.89, 12.18, 6.45]","[13.21, 0.0, 14.74, 10.81, 15.94, 18.09]","[10.03, 13.42, 9.31, 8.66, 14.55, 16.72]",74.17999999999999,72.79,72.69,1.4899999999999949
697,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 10.03, 13.42, 12.18, 18.09, 6.45]","[14.55, 0.0, 14.74, 10.81, 15.94, 16.72]",73.52,73.38000000000001,72.75999999999999,0.7600000000000051
698,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 10.03, 13.42, 14.55, 14.74, 6.45]","[12.18, 0.0, 10.81, 15.94, 16.72, 18.09]",73.52,72.4,73.74,1.1199999999999903
699,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 10.03, 13.42, 14.55, 15.94, 6.45]","[12.18, 0.0, 14.74, 10.81, 16.72, 18.09]",73.52,73.60000000000001,72.54,1.0600000000000023
700,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 10.03, 13.42, 14.74, 15.94, 6.45]","[12.18, 14.55, 0.0, 10.81, 16.72, 18.09]",73.52,73.79,72.35,1.440000000000012
701,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 10.03, 12.18, 14.55, 15.94, 6.45]","[13.42, 0.0, 14.74, 10.81, 16.72, 18.09]",73.52,72.36,73.78,1.1599999999999966
702,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 10.03, 12.18, 14.55, 16.72, 6.45]","[13.42, 0.0, 14.74, 10.81, 15.94, 18.09]",73.52,73.14,73.0,0.519999999999996
703,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 10.03, 12.18, 14.74, 15.94, 6.45]","[13.42, 14.55, 0.0, 10.81, 16.72, 18.09]",73.52,72.55000000000001,73.59,0.9699999999999847
704,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 10.03, 12.18, 14.74, 16.72, 6.45]","[13.42, 14.55, 0.0, 10.81, 15.94, 18.09]",73.52,73.33,72.81,0.7099999999999937
705,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 10.03, 14.55, 0.0, 16.72, 18.09]","[13.42, 12.18, 14.74, 10.81, 15.94, 6.45]",73.52,72.60000000000001,73.54,0.9199999999999875
706,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 10.03, 14.55, 10.81, 18.09, 6.45]","[13.42, 12.18, 0.0, 14.74, 15.94, 16.72]",73.52,73.14000000000001,73.0,0.519999999999996
707,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 10.03, 0.0, 14.74, 16.72, 18.09]","[13.42, 12.18, 14.55, 10.81, 15.94, 6.45]",73.52,72.79,73.35000000000001,0.7299999999999898
708,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 10.03, 14.74, 10.81, 18.09, 6.45]","[13.42, 12.18, 14.55, 0.0, 15.94, 16.72]",73.52,73.33000000000001,72.81,0.7099999999999937
709,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 10.03, 10.81, 15.94, 16.72, 6.45]","[13.42, 12.18, 14.55, 0.0, 14.74, 18.09]",73.52,73.16000000000001,72.98,0.539999999999992
710,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 13.42, 12.18, 0.0, 15.94, 18.09]","[10.03, 14.55, 14.74, 10.81, 16.72, 6.45]",73.52,72.84,73.3,0.6799999999999926
711,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 13.42, 12.18, 0.0, 16.72, 18.09]","[10.03, 14.55, 14.74, 10.81, 15.94, 6.45]",73.52,73.62,72.52000000000001,1.0999999999999943
712,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 13.42, 12.18, 10.81, 16.72, 6.45]","[10.03, 14.55, 0.0, 14.74, 15.94, 18.09]",73.52,72.79,73.35,0.7299999999999898
713,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 13.42, 14.55, 0.0, 14.74, 16.72]","[10.03, 12.18, 10.81, 15.94, 18.09, 6.45]",73.52,72.64000000000001,73.5,0.8799999999999812
714,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 13.42, 14.55, 14.74, 10.81, 6.45]","[10.03, 12.18, 0.0, 15.94, 16.72, 18.09]",73.52,73.18,72.96,0.5600000000000023
715,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 12.18, 14.55, 0.0, 14.74, 18.09]","[10.03, 13.42, 10.81, 15.94, 16.72, 6.45]",73.52,72.77,73.36999999999999,0.75
716,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 12.18, 14.55, 0.0, 15.94, 16.72]","[10.03, 13.42, 14.74, 10.81, 18.09, 6.45]",73.52,72.6,73.54,0.9200000000000017
717,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 12.18, 14.55, 10.81, 15.94, 6.45]","[10.03, 13.42, 0.0, 14.74, 16.72, 18.09]",73.52,73.14,73.0,0.519999999999996
718,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 12.18, 0.0, 14.74, 15.94, 16.72]","[10.03, 13.42, 14.55, 10.81, 18.09, 6.45]",73.52,72.78999999999999,73.35000000000001,0.730000000000004
719,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 12.18, 14.74, 10.81, 15.94, 6.45]","[10.03, 13.42, 14.55, 0.0, 16.72, 18.09]",73.52,73.33000000000001,72.81,0.7099999999999937
720,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 14.55, 0.0, 10.81, 15.94, 18.09]","[10.03, 13.42, 12.18, 14.74, 16.72, 6.45]",73.52,72.6,73.54,0.9200000000000017
721,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 14.55, 0.0, 10.81, 16.72, 18.09]","[10.03, 13.42, 12.18, 14.74, 15.94, 6.45]",73.52,73.38,72.76,0.7599999999999909
722,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 0.0, 14.74, 10.81, 15.94, 18.09]","[10.03, 13.42, 12.18, 14.55, 16.72, 6.45]",73.52,72.79,73.35,0.7299999999999898
723,"[12.99, 20.9, 12.77, 8.89, 9.31, 8.66]","[13.21, 0.0, 14.74, 10.81, 16.72, 18.09]","[10.03, 13.42, 12.18, 14.55, 15.94, 6.45]",73.52,73.57000000000001,72.57,1.0000000000000142
724,"[12.99, 20.9, 12.77, 8.89, 0.0, 16.72]","[13.21, 10.03, 12.18, 9.31, 10.81, 18.09]","[13.42, 8.66, 14.55, 14.74, 15.94, 6.45]",72.27,73.63000000000001,73.76,0.12999999999999545
725,"[12.99, 20.9, 12.77, 8.89, 0.0, 16.72]","[13.21, 13.42, 12.18, 9.31, 14.74, 10.81]","[10.03, 8.66, 14.55, 15.94, 18.09, 6.45]",72.27,73.67,73.72,0.04999999999999716
726,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 13.42, 12.18, 9.31, 14.55]","[8.66, 14.74, 10.81, 15.94, 16.72, 6.45]",73.64,72.7,73.32000000000001,0.9399999999999977
727,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 13.42, 12.18, 9.31, 14.74]","[8.66, 14.55, 10.81, 15.94, 16.72, 6.45]",73.64,72.89,73.13000000000001,0.75
728,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 13.42, 12.18, 8.66, 15.94]","[9.31, 14.55, 14.74, 10.81, 16.72, 6.45]",73.64,73.44,72.58,1.0600000000000023
729,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 13.42, 9.31, 10.81, 15.94]","[12.18, 8.66, 14.55, 14.74, 16.72, 6.45]",73.64,72.72000000000001,73.3,0.9199999999999875
730,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 13.42, 9.31, 10.81, 16.72]","[12.18, 8.66, 14.55, 14.74, 15.94, 6.45]",73.64,73.5,72.52000000000001,1.1199999999999903
731,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 13.42, 8.66, 10.81, 16.72]","[12.18, 9.31, 14.55, 14.74, 15.94, 6.45]",73.64,72.85000000000001,73.17000000000002,0.789999999999992
732,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 13.42, 14.55, 14.74, 6.45]","[12.18, 9.31, 8.66, 10.81, 15.94, 16.72]",73.64,72.4,73.62,1.2399999999999949
733,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 13.42, 14.55, 15.94, 6.45]","[12.18, 9.31, 8.66, 14.74, 10.81, 16.72]",73.64,73.60000000000001,72.42,1.2199999999999989
734,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 12.18, 8.66, 14.55, 14.74]","[13.42, 9.31, 10.81, 15.94, 16.72, 6.45]",73.64,73.36999999999999,72.64999999999999,0.9900000000000091
735,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 12.18, 14.55, 15.94, 6.45]","[13.42, 9.31, 8.66, 14.74, 10.81, 16.72]",73.64,72.36,73.66,1.2800000000000011
736,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 12.18, 14.55, 16.72, 6.45]","[13.42, 9.31, 8.66, 14.74, 10.81, 15.94]",73.64,73.14,72.88000000000001,0.7599999999999909
737,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 12.18, 14.74, 15.94, 6.45]","[13.42, 9.31, 8.66, 14.55, 10.81, 16.72]",73.64,72.55000000000001,73.47,1.0899999999999892
738,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 12.18, 14.74, 16.72, 6.45]","[13.42, 9.31, 8.66, 14.55, 10.81, 15.94]",73.64,73.33,72.69,0.9500000000000028
739,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 9.31, 8.66, 14.55, 16.72]","[13.42, 12.18, 14.74, 10.81, 15.94, 6.45]",73.64,72.48,73.54,1.1599999999999966
740,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 9.31, 8.66, 14.74, 16.72]","[13.42, 12.18, 14.55, 10.81, 15.94, 6.45]",73.64,72.67000000000002,73.35000000000001,0.9699999999999847
741,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 9.31, 14.55, 14.74, 10.81]","[13.42, 12.18, 8.66, 15.94, 16.72, 6.45]",73.64,72.65,73.37,0.9899999999999949
742,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 8.66, 14.55, 10.81, 15.94]","[13.42, 12.18, 9.31, 14.74, 16.72, 6.45]",73.64,73.2,72.82000000000001,0.8199999999999932
743,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 8.66, 14.74, 10.81, 15.94]","[13.42, 12.18, 9.31, 14.55, 16.72, 6.45]",73.64,73.39,72.63000000000001,1.009999999999991
744,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 10.03, 10.81, 15.94, 16.72, 6.45]","[13.42, 12.18, 9.31, 8.66, 14.55, 14.74]",73.64,73.16000000000001,72.86,0.7800000000000011
745,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 13.42, 12.18, 9.31, 8.66, 15.94]","[10.03, 14.55, 14.74, 10.81, 16.72, 6.45]",73.64,72.72,73.3,0.9200000000000017
746,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 13.42, 12.18, 9.31, 8.66, 16.72]","[10.03, 14.55, 14.74, 10.81, 15.94, 6.45]",73.64,73.5,72.52000000000001,1.1199999999999903
747,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 13.42, 12.18, 9.31, 14.55, 10.81]","[10.03, 8.66, 14.74, 15.94, 16.72, 6.45]",73.64,73.48,72.54,1.0999999999999943
748,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 13.42, 12.18, 9.31, 14.74, 10.81]","[10.03, 8.66, 14.55, 15.94, 16.72, 6.45]",73.64,73.67,72.35,1.3200000000000074
749,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 13.42, 12.18, 8.66, 14.55, 10.81]","[10.03, 9.31, 14.74, 15.94, 16.72, 6.45]",73.64,72.83,73.19,0.8100000000000023
750,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 13.42, 12.18, 8.66, 14.74, 10.81]","[10.03, 9.31, 14.55, 15.94, 16.72, 6.45]",73.64,73.02,73.0,0.6400000000000006
751,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 13.42, 12.18, 10.81, 16.72, 6.45]","[10.03, 9.31, 8.66, 14.55, 14.74, 15.94]",73.64,72.79,73.23,0.8499999999999943
752,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 13.42, 9.31, 14.55, 15.94, 6.45]","[10.03, 12.18, 8.66, 14.74, 10.81, 16.72]",73.64,72.88000000000001,73.14,0.7599999999999909
753,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 13.42, 9.31, 14.55, 16.72, 6.45]","[10.03, 12.18, 8.66, 14.74, 10.81, 15.94]",73.64,73.66000000000001,72.36,1.3000000000000114
754,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 13.42, 9.31, 14.74, 15.94, 6.45]","[10.03, 12.18, 8.66, 14.55, 10.81, 16.72]",73.64,73.07000000000001,72.95,0.6899999999999977
755,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 13.42, 8.66, 14.55, 16.72, 6.45]","[10.03, 12.18, 9.31, 14.74, 10.81, 15.94]",73.64,73.01,73.01,0.6299999999999955
756,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 13.42, 8.66, 14.74, 15.94, 6.45]","[10.03, 12.18, 9.31, 14.55, 10.81, 16.72]",73.64,72.42000000000002,73.60000000000001,1.2199999999999847
757,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 13.42, 8.66, 14.74, 16.72, 6.45]","[10.03, 12.18, 9.31, 14.55, 10.81, 15.94]",73.64,73.2,72.82000000000001,0.8199999999999932
758,"[12.99, 20.9, 12.77, 8.89, 0.0, 18.09]","[13.21, 13.42, 14.55, 14.74, 10.81, 6.45]","[10.03, 12.18, 9.31, 8.66, 15.94, 16.72]",73.64,73.18,72.84,0.7999999999999972
